Date,Close,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13
2021-04-14,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,136.532501,137.125,138.675003,133.657501,130.252502,161.372498,159.125,153.617493,151.712494,153.604996,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497
2021-04-15,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,136.532501,137.125,138.675003,133.657501,159.125,153.617493,151.712494,153.604996,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007
2021-04-16,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,136.532501,137.125,138.675003,153.617493,151.712494,153.604996,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996
2021-04-19,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,136.532501,137.125,151.712494,153.604996,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498
2021-04-20,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,136.532501,153.604996,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501
2021-04-21,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,134.352493,148.502502,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625
2021-04-22,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,129.177505,152.652496,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007
2021-04-23,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,130.509995,154.779999,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496
2021-04-26,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,129.897507,153.817505,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993
2021-04-27,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,132.369995,152.767502,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999
2021-04-28,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,135.567505,153.247498,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501
2021-04-29,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,135.304993,150.095001,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501
2021-04-30,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,136.642502,148.367493,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125
2021-05-03,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,135.910004,143.512497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496
2021-05-04,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,144.387497,144.585007,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995
2021-05-05,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,142.632507,145.229996,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493
2021-05-06,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,147.642502,148.122498,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0
2021-05-07,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,152.507507,142.657501,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005
2021-05-10,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,149.612503,143.0625,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007
2021-05-11,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,153.302505,137.585007,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004
2021-05-12,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,149.059998,136.652496,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501
2021-05-13,136.652496,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,148.289993,142.429993,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501,169.697495
2021-05-14,142.429993,136.652496,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,149.264999,141.654999,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501,169.697495,175.782501
2021-05-17,141.654999,142.429993,136.652496,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,143.557495,140.157501,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501,169.697495,175.782501,176.190002
2021-05-18,140.157501,141.654999,142.429993,136.652496,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,141.419998,140.657501,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501,169.697495,175.782501,176.190002,174.570007
2021-05-19,140.657501,140.157501,141.654999,142.429993,136.652496,137.585007,143.0625,142.657501,148.122498,145.229996,144.585007,143.512497,148.367493,150.095001,153.247498,152.767502,153.817505,154.779999,152.652496,148.502502,153.604996,151.712494,153.617493,159.125,161.372498,152.770004,156.794998,152.089996,144.0,143.169998,141.434998,138.615005,139.875,138.117493,133.482498,128.717499,129.482498,128.392502,125.352501,126.43,130.707504,131.862503,128.457504,127.224998,133.412506,132.912506,131.912506,128.559998,129.934998,124.682503,125.202499,115.932503,124.614998,123.702499,128.047501,134.0625,138.417496,137.145004,133.074997,144.990005,146.125,149.917496,156.119995,156.477493,157.0,154.880005,162.445007,162.645004,167.782501,169.697495,175.782501,176.190002,174.570007,173.582504
